Date,Holiday,Province,Year
2018-10-08,Thanksgiving Day,QC,2018
2018-10-08,Thanksgiving Day,SK,2018
2018-10-08,Thanksgiving Day,YT,2018
2018-11-11,Remembrance Day,AB,2018
2018-11-11,Remembrance Day,BC,2018
2018-11-11,Remembrance Day,NB,2018
2018-11-11,Remembrance Day,NL,2018
2018-11-11,Remembrance Day,NS,2018
2018-11-11,Remembrance Day,NT,2018
2018-11-11,Remembrance Day,NU,2018
2018-11-11,Remembrance Day,PE,2018
2018-11-11,Remembrance Day,SK,2018
2018-11-11,Remembrance Day,YT,2018
2018-11-12,Remembrance Day (observed),AB,2018
2018-11-12,Remembrance Day (observed),NL,2018
2018-11-12,Remembrance Day (observed),NS,2018
2018-11-12,Remembrance Day (observed),PE,2018
2018-11-12,Remembrance Day (observed),SK,2018
2018-11-12,Remembrance Day (observed),YT,2018
2018-12-25,Christmas Day,AB,2018
2018-12-25,Christmas Day,BC,2018
2018-12-25,Christmas Day,MB,2018
2018-12-25,Christmas Day,NB,2018
2018-12-25,Christmas Day,NL,2018
2018-12-25,Christmas Day,NS,2018
2018-12-25,Christmas Day,NT,2018
2018-12-25,Christmas Day,NU,2018
2018-12-25,Christmas Day,ON,2018
2018-12-25,Christmas Day,PE,2018
2018-12-25,Christmas Day,QC,2018
2018-12-25,Christmas Day,SK,2018
2018-12-25,Christmas Day,YT,2018
2018-12-26,Boxing Day,ON,2018
2019-01-01,New Year's Day,AB,2019
2019-01-01,New Year's Day,BC,2019
2019-01-01,New Year's Day,MB,2019
2019-01-01,New Year's Day,NB,2019
2019-01-01,New Year's Day,NL,2019
2019-01-01,New Year's Day,NS,2019
2019-01-01,New Year's Day,NT,2019
2019-01-01,New Year's Day,NU,2019
2019-01-01,New Year's Day,ON,2019
2019-01-01,New Year's Day,PE,2019
2019-01-01,New Year's Day,QC,2019
2019-01-01,New Year's Day,SK,2019
2019-01-01,New Year's Day,YT,2019
2019-02-18,Family Day,AB,2019
2019-02-18,Family Day,BC,2019
2019-02-18,Louis Riel Day,MB,2019
2019-02-18,Family Day,NB,2019
2019-02-18,Heritage Day,NS,2019
2019-02-18,Family Day,ON,2019
2019-02-18,Islander Day,PE,2019
2019-02-18,Family Day,SK,2019
2019-04-19,Good Friday,AB,2019
2019-04-19,Good Friday,BC,2019
2019-04-19,Good Friday,MB,2019
2019-04-19,Good Friday,NB,2019
2019-04-19,Good Friday,NL,2019
2019-04-19,Good Friday,NS,2019
2019-04-19,Good Friday,NT,2019
2019-04-19,Good Friday,NU,2019
2019-04-19,Good Friday,ON,2019
2019-04-19,Good Friday,PE,2019
2019-04-19,Good Friday,QC,2019
2019-04-19,Good Friday,SK,2019
2019-04-19,Good Friday,YT,2019
2019-05-20,Victoria Day,AB,2019
2019-05-20,Victoria Day,BC,2019
2019-05-20,Victoria Day,MB,2019
2019-05-20,Victoria Day,NT,2019
2019-05-20,Victoria Day,NU,2019
2019-05-20,Victoria Day,ON,2019
2019-05-20,National Patriots' Day,QC,2019
2019-05-20,Victoria Day,SK,2019
2019-05-20,Victoria Day,YT,2019
2019-06-21,National Aboriginal Day,NT,2019
2019-06-21,National Aboriginal Day,YT,2019
2019-06-24,Saint John the Baptist Day,QC,2019
2019-07-01,Canada Day,AB,2019
2019-07-01,Canada Day,BC,2019
2019-07-01,Canada Day,MB,2019
2019-07-01,Canada Day,NB,2019
2019-07-01,Canada Day; Memorial Day,NL,2019
2019-07-01,Canada Day,NS,2019
2019-07-01,Canada Day,NT,2019
2019-07-01,Canada Day,NU,2019
2019-07-01,Canada Day,ON,2019
2019-07-01,Canada Day,PE,2019
2019-07-01,Canada Day,QC,2019
2019-07-01,Canada Day,SK,2019
2019-07-01,Canada Day,YT,2019
2019-08-05,British Columbia Day,BC,2019
2019-08-05,New Brunswick Day,NB,2019
2019-08-05,Civic Holiday,NT,2019
2019-08-05,Civic Holiday,NU,2019
2019-08-05,Saskatchewan Day,SK,2019
2019-08-19,Discovery Day,YT,2019
2019-09-02,Labor Day,AB,2019
2019-09-02,Labor Day,BC,2019
2019-09-02,Labor Day,MB,2019
2019-09-02,Labor Day,NB,2019
2019-09-02,Labor Day,NL,2019
2019-09-02,Labor Day,NS,2019
2019-09-02,Labor Day,NT,2019
2019-09-02,Labor Day,NU,2019
2019-09-02,Labor Day,ON,2019
2019-09-02,Labor Day,PE,2019
2019-09-02,Labor Day,QC,2019
2019-09-02,Labor Day,SK,2019
2019-09-02,Labor Day,YT,2019
2019-10-14,Thanksgiving Day,AB,2019
2019-10-14,Thanksgiving Day,BC,2019
2019-10-14,Thanksgiving Day,MB,2019
2019-10-14,Thanksgiving Day,NT,2019
2019-10-14,Thanksgiving Day,NU,2019
2019-10-14,Thanksgiving Day,ON,2019
2019-10-14,Thanksgiving Day,QC,2019
2019-10-14,Thanksgiving Day,SK,2019
2019-10-14,Thanksgiving Day,YT,2019
2019-11-11,Remembrance Day,AB,2019
2019-11-11,Remembrance Day,BC,2019
2019-11-11,Remembrance Day,NB,2019
2019-11-11,Remembrance Day,NL,2019
2019-11-11,Remembrance Day,NS,2019
2019-11-11,Remembrance Day,NT,2019
2019-11-11,Remembrance Day,NU,2019
2019-11-11,Remembrance Day,PE,2019
2019-11-11,Remembrance Day,SK,2019
2019-11-11,Remembrance Day,YT,2019
2019-12-25,Christmas Day,AB,2019
2019-12-25,Christmas Day,BC,2019
2019-12-25,Christmas Day,MB,2019
2019-12-25,Christmas Day,NB,2019
2019-12-25,Christmas Day,NL,2019
2019-12-25,Christmas Day,NS,2019
2019-12-25,Christmas Day,NT,2019
2019-12-25,Christmas Day,NU,2019
2019-12-25,Christmas Day,ON,2019
2019-12-25,Christmas Day,PE,2019
2019-12-25,Christmas Day,QC,2019
2019-12-25,Christmas Day,SK,2019
2019-12-25,Christmas Day,YT,2019
2019-12-26,Boxing Day,ON,2019
2020-01-01,New Year's Day,AB,2020
2020-01-01,New Year's Day,BC,2020
2020-01-01,New Year's Day,MB,2020
2020-01-01,New Year's Day,NB,2020
2020-01-01,New Year's Day,NL,2020
2020-01-01,New Year's Day,NS,2020
2020-01-01,New Year's Day,NT,2020
2020-01-01,New Year's Day,NU,2020
2020-01-01,New Year's Day,ON,2020
2020-01-01,New Year's Day,PE,2020
2020-01-01,New Year's Day,QC,2020
2020-01-01,New Year's Day,SK,2020
2020-01-01,New Year's Day,YT,2020
2020-02-17,Family Day,AB,2020
2020-02-17,Family Day,BC,2020
2020-02-17,Louis Riel Day,MB,2020
2020-02-17,Family Day,NB,2020
2020-02-17,Heritage Day,NS,2020
2020-02-17,Family Day,ON,2020
2020-02-17,Islander Day,PE,2020
2020-02-17,Family Day,SK,2020
2020-04-10,Good Friday,AB,2020
2020-04-10,Good Friday,BC,2020
2020-04-10,Good Friday,MB,2020
2020-04-10,Good Friday,NB,2020
2020-04-10,Good Friday,NL,2020
2020-04-10,Good Friday,NS,2020
2020-04-10,Good Friday,NT,2020
2020-04-10,Good Friday,NU,2020
2020-04-10,Good Friday,ON,2020
2020-04-10,Good Friday,PE,2020
2020-04-10,Good Friday,QC,2020
2020-04-10,Good Friday,SK,2020
2020-04-10,Good Friday,YT,2020
2020-05-18,Victoria Day,AB,2020
2020-05-18,Victoria Day,BC,2020
2020-05-18,Victoria Day,MB,2020
2020-05-18,Victoria Day,NT,2020
2020-05-18,Victoria Day,NU,2020
2020-05-18,Victoria Day,ON,2020
2020-05-18,National Patriots' Day,QC,2020
2020-05-18,Victoria Day,SK,2020
2020-05-18,Victoria Day,YT,2020
2020-06-21,National Aboriginal Day,NT,2020
2020-06-21,National Aboriginal Day,YT,2020
2020-06-24,Saint John the Baptist Day,QC,2020
2020-07-01,Canada Day,AB,2020
2020-07-01,Canada Day,BC,2020
2020-07-01,Canada Day,MB,2020
2020-07-01,Canada Day,NB,2020
2020-07-01,Canada Day; Memorial Day,NL,2020
2020-07-01,Canada Day,NS,2020
2020-07-01,Canada Day,NT,2020
2020-07-01,Canada Day,NU,2020
2020-07-01,Canada Day,ON,2020
2020-07-01,Canada Day,PE,2020
2020-07-01,Canada Day,QC,2020
2020-07-01,Canada Day,SK,2020
2020-07-01,Canada Day,YT,2020
2020-07-09,Nunavut Day,NU,2020
2020-08-03,British Columbia Day,BC,2020
2020-08-03,New Brunswick Day,NB,2020
2020-08-03,Civic Holiday,NT,2020
2020-08-03,Civic Holiday,NU,2020
2020-08-03,Saskatchewan Day,SK,2020
2020-08-17,Discovery Day,YT,2020
2020-09-07,Labor Day,AB,2020
2020-09-07,Labor Day,BC,2020
2020-09-07,Labor Day,MB,2020
2020-09-07,Labor Day,NB,2020
2020-09-07,Labor Day,NL,2020
2020-09-07,Labor Day,NS,2020
2020-09-07,Labor Day,NT,2020
2020-09-07,Labor Day,NU,2020
2020-09-07,Labor Day,ON,2020
2020-09-07,Labor Day,PE,2020
2020-09-07,Labor Day,QC,2020
2020-09-07,Labor Day,SK,2020
2020-09-07,Labor Day,YT,2020
2020-10-12,Thanksgiving Day,AB,2020
2020-10-12,Thanksgiving Day,BC,2020
2020-10-12,Thanksgiving Day,MB,2020
2020-10-12,Thanksgiving Day,NT,2020
2020-10-12,Thanksgiving Day,NU,2020
2020-10-12,Thanksgiving Day,ON,2020
2020-10-12,Thanksgiving Day,QC,2020
2020-10-12,Thanksgiving Day,SK,2020
2020-10-12,Thanksgiving Day,YT,2020
2020-11-11,Remembrance Day,AB,2020
2020-11-11,Remembrance Day,BC,2020
2020-11-11,Remembrance Day,NB,2020
2020-11-11,Remembrance Day,NL,2020
2020-11-11,Remembrance Day,NS,2020
2020-11-11,Remembrance Day,NT,2020
2020-11-11,Remembrance Day,NU,2020
2020-11-11,Remembrance Day,PE,2020
2020-11-11,Remembrance Day,SK,2020
2020-11-11,Remembrance Day,YT,2020
2020-12-25,Christmas Day,AB,2020
2020-12-25,Christmas Day,BC,2020
2020-12-25,Christmas Day,MB,2020
2020-12-25,Christmas Day,NB,2020
2020-12-25,Christmas Day,NL,2020
2020-12-25,Christmas Day,NS,2020
2020-12-25,Christmas Day,NT,2020
2020-12-25,Christmas Day,NU,2020
2020-12-25,Christmas Day,ON,2020
2020-12-25,Christmas Day,PE,2020
2020-12-25,Christmas Day,QC,2020
2020-12-25,Christmas Day,SK,2020
2020-12-25,Christmas Day,YT,2020
2020-12-26,Boxing Day,ON,2020
2021-01-01,New Year's Day,AB,2021
2021-01-01,New Year's Day,BC,2021
2021-01-01,New Year's Day,MB,2021
2021-01-01,New Year's Day,NB,2021
2021-01-01,New Year's Day,NL,2021
2021-01-01,New Year's Day,NS,2021
2021-01-01,New Year's Day,NT,2021
2021-01-01,New Year's Day,NU,2021
2021-01-01,New Year's Day,ON,2021
2021-01-01,New Year's Day,PE,2021
2021-01-01,New Year's Day,QC,2021
2021-01-01,New Year's Day,SK,2021
2021-01-01,New Year's Day,YT,2021
2021-02-15,Family Day,AB,2021
2021-02-15,Family Day,BC,2021
2021-02-15,Louis Riel Day,MB,2021
2021-02-15,Family Day,NB,2021
2021-02-15,Heritage Day,NS,2021
2021-02-15,Family Day,ON,2021
2021-02-15,Islander Day,PE,2021
2021-02-15,Family Day,SK,2021
2021-04-02,Good Friday,AB,2021
2021-04-02,Good Friday,BC,2021
2021-04-02,Good Friday,MB,2021
2021-04-02,Good Friday,NB,2021
2021-04-02,Good Friday,NL,2021
2021-04-02,Good Friday,NS,2021
2021-04-02,Good Friday,NT,2021
2021-04-02,Good Friday,NU,2021
2021-04-02,Good Friday,ON,2021
2021-04-02,Good Friday,PE,2021
2021-04-02,Good Friday,QC,2021
2021-04-02,Good Friday,SK,2021
2021-04-02,Good Friday,YT,2021
2021-05-24,Victoria Day,AB,2021
2021-05-24,Victoria Day,BC,2021
2021-05-24,Victoria Day,MB,2021
2021-05-24,Victoria Day,NT,2021
2021-05-24,Victoria Day,NU,2021
2021-05-24,Victoria Day,ON,2021
2021-05-24,National Patriots' Day,QC,2021
2021-05-24,Victoria Day,SK,2021
2021-05-24,Victoria Day,YT,2021
2021-06-21,National Aboriginal Day,NT,2021
2021-06-21,National Aboriginal Day,YT,2021
2021-06-24,Saint John the Baptist Day,QC,2021
2021-07-01,Canada Day,AB,2021
2021-07-01,Canada Day,BC,2021
2021-07-01,Canada Day,MB,2021
2021-07-01,Canada Day,NB,2021
2021-07-01,Canada Day; Memorial Day,NL,2021
2021-07-01,Canada Day,NS,2021
2021-07-01,Canada Day,NT,2021
2021-07-01,Canada Day,NU,2021
2021-07-01,Canada Day,ON,2021
2021-07-01,Canada Day,PE,2021
2021-07-01,Canada Day,QC,2021
2021-07-01,Canada Day,SK,2021
2021-07-01,Canada Day,YT,2021
2021-07-09,Nunavut Day,NU,2021
2021-08-02,British Columbia Day,BC,2021
2021-08-02,New Brunswick Day,NB,2021
2021-08-02,Civic Holiday,NT,2021
2021-08-02,Civic Holiday,NU,2021
2021-08-02,Saskatchewan Day,SK,2021
2021-08-16,Discovery Day,YT,2021
2021-09-06,Labor Day,AB,2021
2021-09-06,Labor Day,BC,2021
2021-09-06,Labor Day,MB,2021
2021-09-06,Labor Day,NB,2021
2021-09-06,Labor Day,NL,2021
2021-09-06,Labor Day,NS,2021
2021-09-06,Labor Day,NT,2021
2021-09-06,Labor Day,NU,2021
2021-09-06,Labor Day,ON,2021
2021-09-06,Labor Day,PE,2021
2021-09-06,Labor Day,QC,2021
2021-09-06,Labor Day,SK,2021
2021-09-06,Labor Day,YT,2021
2021-10-11,Thanksgiving Day,AB,2021
2021-10-11,Thanksgiving Day,BC,2021
2021-10-11,Thanksgiving Day,MB,2021
2021-10-11,Thanksgiving Day,NT,2021
2021-10-11,Thanksgiving Day,NU,2021
2021-10-11,Thanksgiving Day,ON,2021
2021-10-11,Thanksgiving Day,QC,2021
2021-10-11,Thanksgiving Day,SK,2021
2021-10-11,Thanksgiving Day,YT,2021
2021-11-11,Remembrance Day,AB,2021
2021-11-11,Remembrance Day,BC,2021
2021-11-11,Remembrance Day,NB,2021
2021-11-11,Remembrance Day,NL,2021
2021-11-11,Remembrance Day,NS,2021
2021-11-11,Remembrance Day,NT,2021
2021-11-11,Remembrance Day,NU,2021
2021-11-11,Remembrance Day,PE,2021
2021-11-11,Remembrance Day,SK,2021
2021-11-11,Remembrance Day,YT,2021
2021-12-25,Christmas Day,AB,2021
2021-12-25,Christmas Day,BC,2021
2021-12-25,Christmas Day,MB,2021
2021-12-25,Christmas Day,NB,2021
2021-12-25,Christmas Day,NL,2021
2021-12-25,Christmas Day,NS,2021
2021-12-25,Christmas Day,NT,2021
2021-12-25,Christmas Day,NU,2021
2021-12-25,Christmas Day,ON,2021
2021-12-25,Christmas Day,PE,2021
2021-12-25,Christmas Day,QC,2021
2021-12-25,Christmas Day,SK,2021
2021-12-25,Christmas Day,YT,2021
2021-12-26,Boxing Day,ON,2021
2021-12-27,Christmas Day (observed),AB,2021
2021-12-27,Christmas Day (observed),BC,2021
2021-12-27,Christmas Day (observed),MB,2021
2021-12-27,Christmas Day (observed),NB,2021
2021-12-27,Christmas Day (observed),NL,2021
2021-12-27,Christmas Day (observed),NS,2021
2021-12-27,Christmas Day (observed),NT,2021
2021-12-27,Christmas Day (observed),NU,2021
2021-12-27,Christmas Day (observed),ON,2021
2021-12-27,Christmas Day (observed),PE,2021
2021-12-27,Christmas Day (observed),QC,2021
2021-12-27,Christmas Day (observed),SK,2021
2021-12-27,Christmas Day (observed),YT,2021
2021-12-28,Boxing Day (observed),ON,2021
2022-01-01,New Year's Day,AB,2022
2022-01-01,New Year's Day,BC,2022
2022-01-01,New Year's Day,MB,2022
2022-01-01,New Year's Day,NB,2022
2022-01-01,New Year's Day,NL,2022
2022-01-01,New Year's Day,NS,2022
2022-01-01,New Year's Day,NT,2022
2022-01-01,New Year's Day,NU,2022
2022-01-01,New Year's Day,ON,2022
2022-01-01,New Year's Day,PE,2022
2022-01-01,New Year's Day,QC,2022
2022-01-01,New Year's Day,SK,2022
2022-01-01,New Year's Day,YT,2022
2022-01-03,New Year's Day (observed),AB,2022
2022-01-03,New Year's Day (observed),BC,2022
2022-01-03,New Year's Day (observed),MB,2022
2022-01-03,New Year's Day (observed),NB,2022
2022-01-03,New Year's Day (observed),NL,2022
2022-01-03,New Year's Day (observed),NS,2022
2022-01-03,New Year's Day (observed),NT,2022
2022-01-03,New Year's Day (observed),NU,2022
2022-01-03,New Year's Day (observed),ON,2022
2022-01-03,New Year's Day (observed),PE,2022
2022-01-03,New Year's Day (observed),QC,2022
2022-01-03,New Year's Day (observed),SK,2022
2022-01-03,New Year's Day (observed),YT,2022
2022-02-21,Family Day,AB,2022
2022-02-21,Family Day,BC,2022
2022-02-21,Louis Riel Day,MB,2022
2022-02-21,Family Day,NB,2022
2022-02-21,Heritage Day,NS,2022
2022-02-21,Family Day,ON,2022
2022-02-21,Islander Day,PE,2022
2022-02-21,Family Day,SK,2022
2022-04-15,Good Friday,AB,2022
2022-04-15,Good Friday,BC,2022
2022-04-15,Good Friday,MB,2022
2022-04-15,Good Friday,NB,2022
2022-04-15,Good Friday,NL,2022
2022-04-15,Good Friday,NS,2022
2022-04-15,Good Friday,NT,2022
2022-04-15,Good Friday,NU,2022
2022-04-15,Good Friday,ON,2022
2022-04-15,Good Friday,PE,2022
2022-04-15,Good Friday,QC,2022
2022-04-15,Good Friday,SK,2022
2022-04-15,Good Friday,YT,2022
2022-05-23,Victoria Day,AB,2022
2022-05-23,Victoria Day,BC,2022
2022-05-23,Victoria Day,MB,2022
2022-05-23,Victoria Day,NT,2022
2022-05-23,Victoria Day,NU,2022
2022-05-23,Victoria Day,ON,2022
2022-05-23,National Patriots' Day,QC,2022
2022-05-23,Victoria Day,SK,2022
2022-05-23,Victoria Day,YT,2022
2022-06-21,National Aboriginal Day,NT,2022
2022-06-21,National Aboriginal Day,YT,2022
2022-06-24,Saint John the Baptist Day,QC,2022
2022-07-01,Canada Day,AB,2022
2022-07-01,Canada Day,BC,2022
2022-07-01,Canada Day,MB,2022
2022-07-01,Canada Day,NB,2022
2022-07-01,Canada Day; Memorial Day,NL,2022
2022-07-01,Canada Day,NS,2022
2022-07-01,Canada Day,NT,2022
2022-07-01,Canada Day,NU,2022
2022-07-01,Canada Day,ON,2022
2022-07-01,Canada Day,PE,2022
2022-07-01,Canada Day,QC,2022
2022-07-01,Canada Day,SK,2022
2022-07-01,Canada Day,YT,2022
2022-07-09,Nunavut Day,NU,2022
2022-08-01,British Columbia Day,BC,2022
2022-08-01,New Brunswick Day,NB,2022
2022-08-01,Civic Holiday,NT,2022
2022-08-01,Civic Holiday,NU,2022
2022-08-01,Saskatchewan Day,SK,2022
2022-08-15,Discovery Day,YT,2022
2022-09-05,Labor Day,AB,2022
2022-09-05,Labor Day,BC,2022
2022-09-05,Labor Day,MB,2022
2022-09-05,Labor Day,NB,2022
2022-09-05,Labor Day,NL,2022
2022-09-05,Labor Day,NS,2022
2022-09-05,Labor Day,NT,2022
2022-09-05,Labor Day,NU,2022
2022-09-05,Labor Day,ON,2022
2022-09-05,Labor Day,PE,2022
2022-09-05,Labor Day,QC,2022
2022-09-05,Labor Day,SK,2022
2022-09-05,Labor Day,YT,2022
2022-09-19,Funeral of Her Majesty the Queen Elizabeth II,BC,2022
2022-09-19,Funeral of Her Majesty the Queen Elizabeth II,NB,2022
2022-09-19,Funeral of Her Majesty the Queen Elizabeth II,NL,2022
2022-09-19,Funeral of Her Majesty the Queen Elizabeth II,NS,2022
2022-09-19,Funeral of Her Majesty the Queen Elizabeth II,PE,2022
2022-09-19,Funeral of Her Majesty the Queen Elizabeth II,YT,2022
2022-09-30,National Day for Truth and Reconciliation,NT,2022
2022-09-30,National Day for Truth and Reconciliation,NU,2022
2022-09-30,National Day for Truth and Reconciliation,PE,2022
2022-10-10,Thanksgiving Day,AB,2022
2022-10-10,Thanksgiving Day,BC,2022
2022-10-10,Thanksgiving Day,MB,2022
2022-10-10,Thanksgiving Day,NT,2022
2022-10-10,Thanksgiving Day,NU,2022
2022-10-10,Thanksgiving Day,ON,2022
2022-10-10,Thanksgiving Day,QC,2022
2022-10-10,Thanksgiving Day,SK,2022
2022-10-10,Thanksgiving Day,YT,2022
2022-11-11,Remembrance Day,AB,2022
2022-11-11,Remembrance Day,BC,2022
2022-11-11,Remembrance Day,NB,2022
2022-11-11,Remembrance Day,NL,2022
2022-11-11,Remembrance Day,NS,2022
2022-11-11,Remembrance Day,NT,2022
2022-11-11,Remembrance Day,NU,2022
2022-11-11,Remembrance Day,PE,2022
2022-11-11,Remembrance Day,SK,2022
2022-11-11,Remembrance Day,YT,2022
2022-12-25,Christmas Day,AB,2022
2022-12-25,Christmas Day,BC,2022
2022-12-25,Christmas Day,MB,2022
2022-12-25,Christmas Day,NB,2022
2022-12-25,Christmas Day,NL,2022
2022-12-25,Christmas Day,NS,2022
2022-12-25,Christmas Day,NT,2022
2022-12-25,Christmas Day,NU,2022
2022-12-25,Christmas Day,ON,2022
2022-12-25,Christmas Day,PE,2022
2022-12-25,Christmas Day,QC,2022
2022-12-25,Christmas Day,SK,2022
2022-12-25,Christmas Day,YT,2022
2022-12-26,Christmas Day (observed),AB,2022
2022-12-26,Christmas Day (observed),BC,2022
2022-12-26,Christmas Day (observed),MB,2022
2022-12-26,Christmas Day (observed),NB,2022
2022-12-26,Christmas Day (observed),NL,2022
2022-12-26,Christmas Day (observed),NS,2022
2022-12-26,Christmas Day (observed),NT,2022
2022-12-26,Christmas Day (observed),NU,2022
2022-12-26,Boxing Day; Christmas Day (observed),ON,2022
2022-12-26,Christmas Day (observed),PE,2022
2022-12-26,Christmas Day (observed),QC,2022
2022-12-26,Christmas Day (observed),SK,2022
2022-12-26,Christmas Day (observed),YT,2022
2023-01-01,New Year's Day,AB,2023
2023-01-01,New Year's Day,BC,2023
2023-01-01,New Year's Day,MB,2023
2023-01-01,New Year's Day,NB,2023
2023-01-01,New Year's Day,NL,2023
2023-01-01,New Year's Day,NS,2023
2023-01-01,New Year's Day,NT,2023
2023-01-01,New Year's Day,NU,2023
2023-01-01,New Year's Day,ON,2023
2023-01-01,New Year's Day,PE,2023
2023-01-01,New Year's Day,QC,2023
2023-01-01,New Year's Day,SK,2023
2023-01-01,New Year's Day,YT,2023
2023-01-02,New Year's Day (observed),AB,2023
2023-01-02,New Year's Day (observed),BC,2023
2023-01-02,New Year's Day (observed),MB,2023
2023-01-02,New Year's Day (observed),NB,2023
2023-01-02,New Year's Day (observed),NL,2023
2023-01-02,New Year's Day (observed),NS,2023
2023-01-02,New Year's Day (observed),NT,2023
2023-01-02,New Year's Day (observed),NU,2023
2023-01-02,New Year's Day (observed),ON,2023
2023-01-02,New Year's Day (observed),PE,2023
2023-01-02,New Year's Day (observed),QC,2023
2023-01-02,New Year's Day (observed),SK,2023
2023-01-02,New Year's Day (observed),YT,2023
2023-02-20,Family Day,AB,2023
2023-02-20,Family Day,BC,2023
2023-02-20,Louis Riel Day,MB,2023
2023-02-20,Family Day,NB,2023
2023-02-20,Heritage Day,NS,2023
2023-02-20,Family Day,ON,2023
2023-02-20,Islander Day,PE,2023
2023-02-20,Family Day,SK,2023
2023-04-07,Good Friday,AB,2023
2023-04-07,Good Friday,BC,2023
2023-04-07,Good Friday,MB,2023
2023-04-07,Good Friday,NB,2023
2023-04-07,Good Friday,NL,2023
2023-04-07,Good Friday,NS,2023
2023-04-07,Good Friday,NT,2023
2023-04-07,Good Friday,NU,2023
2023-04-07,Good Friday,ON,2023
2023-04-07,Good Friday,PE,2023
2023-04-07,Good Friday,QC,2023
2023-04-07,Good Friday,SK,2023
2023-04-07,Good Friday,YT,2023
2023-05-22,Victoria Day,AB,2023
2023-05-22,Victoria Day,BC,2023
2023-05-22,Victoria Day,MB,2023
2023-05-22,Victoria Day,NT,2023
2023-05-22,Victoria Day,NU,2023
2023-05-22,Victoria Day,ON,2023
2023-05-22,National Patriots' Day,QC,2023
2023-05-22,Victoria Day,SK,2023
2023-05-22,Victoria Day,YT,2023
2023-06-21,National Aboriginal Day,NT,2023
2023-06-21,National Aboriginal Day,YT,2023
2023-06-24,Saint John the Baptist Day,QC,2023
2023-07-01,Canada Day,AB,2023
2023-07-01,Canada Day,BC,2023
2023-07-01,Canada Day,MB,2023
2023-07-01,Canada Day,NB,2023
2023-07-01,Canada Day; Memorial Day,NL,2023
2023-07-01,Canada Day,NS,2023
2023-07-01,Canada Day,NT,2023
2023-07-01,Canada Day,NU,2023
2023-07-01,Canada Day,ON,2023
2023-07-01,Canada Day,PE,2023
2023-07-01,Canada Day,QC,2023
2023-07-01,Canada Day,SK,2023
2023-07-01,Canada Day,YT,2023
2023-07-03,Canada Day (observed); Memorial Day (observed),NL,2023
2023-07-03,Canada Day (observed),PE,2023
2023-07-03,Canada Day (observed),SK,2023
2023-07-03,Canada Day (observed),YT,2023
2023-07-09,Nunavut Day,NU,2023
2023-08-07,British Columbia Day,BC,2023
2023-08-07,New Brunswick Day,NB,2023
2023-08-07,Civic Holiday,NT,2023
2023-08-07,Civic Holiday,NU,2023
2023-08-07,Saskatchewan Day,SK,2023
2023-08-21,Discovery Day,YT,2023
2023-09-04,Labor Day,AB,2023
2023-09-04,Labor Day,BC,2023
2023-09-04,Labor Day,MB,2023
2023-09-04,Labor Day,NB,2023
2023-09-04,Labor Day,NL,2023
2023-09-04,Labor Day,NS,2023
2023-09-04,Labor Day,NT,2023
2023-09-04,Labor Day,NU,2023
2023-09-04,Labor Day,ON,2023
2023-09-04,Labor Day,PE,2023
2023-09-04,Labor Day,QC,2023
2023-09-04,Labor Day,SK,2023
2023-09-04,Labor Day,YT,2023
2023-09-30,National Day for Truth and Reconciliation,BC,2023
2023-09-30,National Day for Truth and Reconciliation,NT,2023
2023-09-30,National Day for Truth and Reconciliation,NU,2023
2023-09-30,National Day for Truth and Reconciliation,PE,2023
2023-09-30,National Day for Truth and Reconciliation,YT,2023
2023-10-09,Thanksgiving Day,AB,2023
2023-10-09,Thanksgiving Day,BC,2023
2023-10-09,Thanksgiving Day,MB,2023
2023-10-09,Thanksgiving Day,NT,2023
2023-10-09,Thanksgiving Day,NU,2023
2023-10-09,Thanksgiving Day,ON,2023
2023-10-09,Thanksgiving Day,QC,2023
2023-10-09,Thanksgiving Day,SK,2023
2023-10-09,Thanksgiving Day,YT,2023
2023-11-11,Remembrance Day,AB,2023
2023-11-11,Remembrance Day,BC,2023
2023-11-11,Remembrance Day,NB,2023
2023-11-11,Remembrance Day,NL,2023
2023-11-11,Remembrance Day,NS,2023
2023-11-11,Remembrance Day,NT,2023
2023-11-11,Remembrance Day,NU,2023
2023-11-11,Remembrance Day,PE,2023
2023-11-11,Remembrance Day,SK,2023
2023-11-11,Remembrance Day,YT,2023
2023-11-13,Remembrance Day (observed),AB,2023
2023-11-13,Remembrance Day (observed),NL,2023
2023-11-13,Remembrance Day (observed),NS,2023
2023-11-13,Remembrance Day (observed),PE,2023
2023-11-13,Remembrance Day (observed),SK,2023
2023-11-13,Remembrance Day (observed),YT,2023
2023-12-25,Christmas Day,AB,2023
2023-12-25,Christmas Day,BC,2023
2023-12-25,Christmas Day,MB,2023
2023-12-25,Christmas Day,NB,2023
2023-12-25,Christmas Day,NL,2023
2023-12-25,Christmas Day,NS,2023
2023-12-25,Christmas Day,NT,2023
2023-12-25,Christmas Day,NU,2023
2023-12-25,Christmas Day,ON,2023
2023-12-25,Christmas Day,PE,2023
2023-12-25,Christmas Day,QC,2023
2023-12-25,Christmas Day,SK,2023
2023-12-25,Christmas Day,YT,2023
2023-12-26,Boxing Day,ON,2023
2024-01-01,New Year's Day,AB,2024
2024-01-01,New Year's Day,BC,2024
2024-01-01,New Year's Day,MB,2024
2024-01-01,New Year's Day,NB,2024
2024-01-01,New Year's Day,NL,2024
2024-01-01,New Year's Day,NS,2024
